radius,distance_to_COM,sample_size,pi,S,S/H,Tajimas D,D,total_SNPs,proportion_driver,unique_driver_propotion,total_drivers,unique_combos
4,74.819248387662256,80,8.6521875000000001,104,20.997463171729873,-1.020069573822258,-12.345275671729873,104,0.125,0.0021459227467811159,13,7
4,113.56555858147962,59,11.570238437230676,99,21.307484986579329,-0.78892188995888524,-9.7372465493486526,99,0.13131313131313133,0.011673151750972763,13,9
4,178.67600662830756,29,20.190249702734839,81,20.625534053935578,-0.036097605343788537,-0.43528435120073894,81,0.06172839506172839,0.0,5,3
4,73.123659511763648,66,8.9508723599632685,78,16.389049065792868,-0.78388794938919193,-7.4381767058295996,78,0.11538461538461539,0.0,9,5
4,194.56757451790111,39,12.465483234714005,68,16.083627242575954,-0.3857083581321808,-3.6181440078619485,68,0.10294117647058823,0.0,7,5
5,191.37609051136545,65,8.8757396449704142,114,24.03090676283167,-1.0909972657546601,-15.155167117861255,114,0.017543859649122806,0.0,2,1
5,180.75931532286367,87,7.8699960364645252,100,19.851646078290969,-1.0483273352475615,-11.981650041826445,100,0.05,0.0,5,4
5,212.84347696737089,73,3.6764871458059667,46,9.4634430365939473,-1.0530079321332839,-5.786955890787981,46,0.043478260869565216,0.0,2,1
5,243.01904406876724,87,1.8808297000924825,51,10.124339499928395,-1.4062986614208537,-8.2435097998359126,51,0.058823529411764705,0.0,3,1
5,146.09445617655084,96,13.460069444444443,125,24.336364469394269,-0.77844453688368231,-10.876295024949826,125,0.08,0.0034129692832764505,10,7
5,169.66996289174125,100,9.4025999999999978,87,16.803874104908513,-0.76593862873468466,-7.4012741049085147,87,0.04597701149425287,0.0033222591362126247,4,2
5,98.235173849468637,113,13.644294776411623,168,31.697083478859874,-0.99619498557140551,-18.05278870244825,168,0.13690476190476192,0.0097087378640776691,23,10
5,182.38663740238923,107,7.5286924622237743,82,15.632851207581616,-0.90196788769926206,-8.104158745357843,82,0.036585365853658534,0.0,3,1
5,100.44927994889393,157,9.047669276644088,95,16.873070569444973,-0.81247656516143718,-7.8254012928008851,95,0.08421052631578947,0.0,8,4
5,167.37591390163567,119,6.8320033895911312,132,24.663070725062894,-1.264190016117517,-17.831067335471765,132,0.06060606060606061,0.0046728971962616819,8,6
5,158.17439351481082,92,19.42320415879017,193,37.890986781755188,-0.84982933582861242,-18.467782622965018,193,0.11917098445595854,0.012096774193548387,23,14
5,206.89901367504939,60,12.822222222222221,84,18.01336689757909,-0.49726630410719108,-5.1911446753568686,84,0.047619047619047616,0.0,4,4
5,157.66594795866231,101,11.518478580531319,140,26.988589036354387,-0.99983950229128726,-15.470110455823068,140,0.04285714285714286,0.0,6,4
5,110.74588283328781,136,13.727724913494811,102,18.592139154711752,-0.4576626533330253,-4.8644142412169415,102,0.10784313725490197,0.0014164305949008499,11,7
5,225.00110956124465,68,10.972750865051903,66,13.780568725398195,-0.35168540552439992,-2.807817860346292,66,0.045454545454545456,0.0,3,3
5,153.8238012286516,103,7.3247242906965777,109,20.933027560022921,-1.1327600664092363,-13.608303269326344,109,0.06422018348623854,0.0,7,6
5,27.205982244538021,141,12.298375333232734,127,22.997142363994115,-0.81553589017900863,-10.698767030761381,127,0.11023622047244094,0.0014025245441795231,14,9
5,218.41024139383251,100,6.0360000000000005,93,17.962761974212547,-1.1552028792393141,-11.926761974212546,93,0.07526881720430108,0.0068728522336769758,7,6
5,204.32222610792809,81,6.0624904740131074,47,9.4653501423896618,-0.61987028286037571,-3.4028596683765544,47,0.0851063829787234,0.0,4,2
5,125.64393811645715,114,4.149276700523238,93,17.517351523691708,-1.3303630627251397,-13.36807482316847,93,0.053763440860215055,0.0,5,2
5,158.88515478704903,97,13.145711552768626,107,20.789765709506508,-0.63999215582560254,-7.6440541567378819,107,0.07476635514018691,0.007874015748031496,8,4
5,196.67120169556355,99,7.7987960412202844,93,17.997875643836931,-0.98578475848431169,-10.199079602616646,93,0.043010752688172046,0.0,4,2
5,51.608644287607461,154,6.2357058525889695,116,20.673978838077907,-1.2251783928502697,-14.438272985488938,116,0.08620689655172414,0.0021834061135371178,10,6
5,132.01864049746521,164,7.3470404521118384,95,16.742949265118796,-0.9837326243405361,-9.3959088130069581,95,0.08421052631578947,0.0011037527593818985,8,4
5,210.23661149551754,112,3.9392538265306123,77,14.552344536632564,-1.2690230124829631,-10.613090710101952,77,0.05194805194805195,0.0,4,2
5,146.33836550288879,93,12.753844375072262,137,26.839435947540231,-0.91403815999353422,-14.085591572467969,137,0.10948905109489052,0.02,15,9
5,124.27554110980587,100,11.160800000000002,140,27.040716950427491,-1.0241732335480929,-15.879916950427489,140,0.08571428571428572,0.0027777777777777779,12,7
5,198.20163348669425,81,8.3865264441396139,104,20.944604570394148,-1.040477399572646,-12.558078126254534,104,0.057692307692307696,0.012578616352201259,6,5
5,225.76313963859849,64,5.9384765625,44,9.3057372186945955,-0.62201177774628003,-3.3672606561945955,44,0.06818181818181818,0.0,3,2
5,64.944576657521424,145,9.0482758620689676,160,28.826246579148076,-1.2049659987297048,-19.777970717079107,160,0.0875,0.0026212319790301442,14,8
5,112.63184493759721,93,18.270782749450802,133,26.055802781188689,-0.5203054295982763,-7.7850200317378864,133,0.13533834586466165,0.0062111801242236021,18,9
5,137.56993194979756,123,5.9046863639368095,92,17.083448744837057,-1.1419383232413769,-11.178762380900247,92,0.10869565217391304,0.0019342359767891683,10,6
5,230.24004631162012,70,13.781632653061223,79,16.394970041665804,-0.27556461340921129,-2.613337388604581,79,0.05063291139240506,0.0,4,3
5,180.37485103374519,101,6.5264189785315176,125,24.096954496744988,-1.2711356816517605,-17.570535518213472,125,0.032,0.0,4,3
5,116.40175711512855,119,10.499258526940189,115,21.486766161986612,-0.89339924428421857,-10.987507635046423,115,0.10434782608695652,0.0075187969924812026,12,7
5,172.00560011356114,110,5.8950413223140501,93,17.63653817954976,-1.1599688549946952,-11.74149685723571,93,0.06451612903225806,0.0030211480362537764,6,4
5,240.02107011333132,92,2.801984877126654,52,10.208970531871863,-1.2541731346835059,-7.4069856547452089,52,0.057692307692307696,0.0,3,1
5,233.20365325685702,96,11.412543402777779,69,13.433673187105637,-0.26097835184368012,-2.0211297843278579,69,0.043478260869565216,0.0,3,1
5,165.26632549595621,79,15.911552635795545,149,30.159983219491664,-0.82078474899165155,-14.24843058369612,149,0.10067114093959731,0.0,15,11
5,180.6754755755812,103,10.516731077387124,96,18.436427942772482,-0.74788364710891964,-7.9196968653853581,96,0.09375,0.0,9,7
5,166.87533631892325,85,17.32096885813149,112,22.337575257676161,-0.39017646884509533,-5.0166063995446706,112,0.09821428571428571,0.0085470085470085479,11,6
5,209.05305587326077,73,11.789829236254455,69,14.195164554890919,-0.29284385315612232,-2.4053353186364639,69,0.043478260869565216,0.0,3,3
5,236.28470472750581,36,10.498456790123459,51,12.298695023106569,-0.25054778930735938,-1.8002382329831104,51,0.0784313725490196,0.0,4,2
5,103.22864489521379,148,4.6849890430971524,84,15.077959090926278,-1.2050619439553607,-10.392970047829126,84,0.10714285714285714,0.0011273957158962795,9,3
5,175.34799010686112,79,8.1557442717513222,97,19.634351491883834,-1.0137208586212803,-11.478607220132512,97,0.061855670103092786,0.0,6,5
5,172.12057923709494,115,9.1448015122873336,100,18.804791287565699,-0.8961349805934602,-9.6599897752783654,100,0.09,0.0027322404371584699,9,5
5,142.32206193298325,96,8.7222222222222232,130,25.309819048170041,-1.141779847790324,-16.58759682594782,130,0.11538461538461539,0.013071895424836602,15,11
5,207.29196934393329,102,4.1710880430603616,56,10.774869947149693,-1.0616170854395532,-6.6037819040893311,56,0.05357142857142857,0.0,3,2
5,143.13356473594754,113,8.7981830996945742,124,23.395466377253719,-1.0896706717781375,-14.597283277559145,124,0.07258064516129033,0.0077519379844961239,9,7
5,245.00670831453749,56,4.5376275510204085,51,11.102373828507012,-1.0163393459020329,-6.5647462774866039,51,0.058823529411764705,0.0090090090090090089,3,2
5,230.50611116662657,13,0.92307692307692313,17,5.4781971820792972,-1.4413889448898891,-4.5551202590023738,17,0.17647058823529413,0.0,3,1
5,149.74029193228347,92,10.429111531190927,131,25.718752686061809,-1.0349995807083396,-15.289641154870882,131,0.0916030534351145,0.015444015444015444,12,9
5,202.27408714239596,85,7.5227681660899641,68,13.562099263589097,-0.77108569357132595,-6.039331097499133,68,0.029411764705882353,0.0,2,1
5,141.11333866477975,99,6.7433935312723188,114,22.061912079542044,-1.2094242797637906,-15.318518548269726,114,0.05263157894736842,0.0,6,5
5,181.02571664601973,88,16.077479338842974,85,16.835483986127855,-0.078134993099859218,-0.75800464728488137,85,0.07058823529411765,0.0,6,4
5,163.68115964039481,104,10.465976331360949,135,25.877976647702393,-1.0391634939109369,-15.412000316341445,135,0.044444444444444446,0.0,6,4
5,247.8374107594567,35,4.0751020408163274,24,5.8277747020348425,-0.5127766096175026,-1.7526726612185151,24,0.041666666666666664,0.0,1,1
5,166.80146581479048,110,6.4550413223140488,112,21.239701893651322,-1.2143942698093315,-14.784660571337273,112,0.044642857142857144,0.0029850746268656717,5,4
5,152.45755416176866,101,5.2849720615625913,106,20.43421741323975,-1.291183056727947,-15.149245351677159,106,0.03773584905660377,0.0,4,2
5,135.08790640847619,117,8.5911315654905405,146,27.365883699675773,-1.1999380589333233,-18.774752134185235,146,0.0821917808219178,0.0046948356807511738,12,9
5,231.81966231900122,49,2.6622240733027907,32,7.1768234220112292,-1.0758229027137924,-4.5145993487084386,32,0.03125,0.0,1,1
5,179.13199094328613,91,9.5882139838183775,139,27.348365789960216,-1.1306939729921763,-17.760151806141838,139,0.07194244604316546,0.013574660633484163,10,8
5,216.93901213688753,96,5.245442708333333,83,16.159346007677794,-1.1733736864020152,-10.913903299344462,83,0.03614457831325301,0.0,3,2
5,222.45736392870586,93,8.0300612787605505,74,14.497213577503482,-0.77394850186748898,-6.4671522987429313,74,0.05405405405405406,0.0,4,2
5,232.27903598410376,54,6.860768175582991,68,14.922386445454046,-0.92985745503449679,-8.0616182698710546,68,0.07352941176470588,0.0,5,5
5,184.179264985522,102,15.185313341022683,108,20.780106326645836,-0.46903990647956845,-5.5947929856231529,108,0.08333333333333333,0.0033557046979865771,9,7
5,122.31418661267807,83,17.417912614312669,175,35.069999157836662,-0.87573298595859261,-17.652086543523993,175,0.14857142857142858,0.028225806451612902,26,15
5,129.84768697434728,143,5.9328084502909668,92,16.616817068860183,-1.1245262348803502,-10.684008618569216,92,0.10869565217391304,0.0015384615384615385,10,7
5,164.7650895619453,106,11.186899252402988,168,32.085988240292458,-1.1380038025595227,-20.899088987889471,168,0.05952380952380952,0.0027100271002710027,10,8
5,220.65633034445059,106,10.882698469206122,84,16.042994120146229,-0.5596781243020893,-5.1602956509401068,84,0.05952380952380952,0.0026595744680851063,5,3
5,142.2436905238782,126,9.7437641723355988,109,20.149646921170135,-0.90274079755415282,-10.405882748834536,109,0.06422018348623854,0.0,7,5
5,147.18826533627842,80,13.275937499999998,139,28.063917123754351,-0.91544728944438558,-14.787979623754353,139,0.12949640287769784,0.039603960396039604,18,13
5,220.8329832955709,65,3.9678106508875746,33,6.9563151155565359,-0.7361413655701079,-2.9885044646689614,33,0.09090909090909091,0.0,3,1
5,41.518720693022686,142,18.963201745685378,200,36.169521362184078,-0.83604973318285325,-17.2063196164987,200,0.09,0.0076687116564417178,18,10
5,83.234041418900986,127,6.9794779589559175,111,20.489304615248869,-1.152879749713237,-13.509826656292951,111,0.06306306306306306,0.0,7,4
5,180.57836274136022,94,10.400407424173832,116,22.677590555130287,-0.94228502608105302,-12.277183130956455,116,0.0603448275862069,0.0,7,5
5,131.51487800673789,124,6.8388397502601439,86,15.945238702261589,-0.99618365114365093,-9.1063989520014452,86,0.11627906976744186,0.0043103448275862068,10,7
5,217.93231652606175,109,7.7296523861627806,74,14.05783253985985,-0.78270245112189307,-6.3281801536970699,74,0.05405405405405406,0.0,4,2
5,168.13791908972817,95,6.0361218836565085,83,16.192530624685304,-1.0895294537081994,-10.156408741028795,83,0.0963855421686747,0.0033444816053511705,8,7
5,232.65686339930699,99,9.1529435771860026,76,14.707941386361364,-0.65598368824348052,-5.5549978091753616,76,0.039473684210526314,0.0,3,1
5,221.24295782296721,74,8.449598246895544,93,19.078845505595641,-0.96484308089115178,-10.629247258700097,93,0.021505376344086023,0.0,2,2
5,86.549565499095266,137,14.665032766796312,171,31.127455464133167,-0.92823508688063028,-16.462422697336855,171,0.11695906432748537,0.003616636528028933,20,12
5,210.28198441206999,86,4.8369388858842601,87,17.310891354213556,-1.2502713485305739,-12.473952468329296,87,0.06896551724137931,0.0080000000000000002,6,5
5,186.3538255896101,62,12.967221644120706,95,20.228846359905639,-0.62007352879797983,-7.261624715784933,95,0.11578947368421053,0.016,11,10
5,258.71310882940816,9,0.0,14,5.1511169231473906,-1.7768670775450468,-5.1511169231473906,14,0.21428571428571427,0.0,3,1
5,83.227254182645254,142,9.3440785558420973,118,21.340017603688604,-0.98503658918400172,-11.995939047846507,118,0.09322033898305085,0.0028776978417266188,11,7
5,213.66581578605181,56,10.028698979591834,85,18.503956380845022,-0.78959360908530762,-8.475257401253188,85,0.047058823529411764,0.023529411764705882,4,4
5,231.68974885297604,81,15.039780521262003,113,22.757118427447487,-0.58873011234570161,-7.7173379061854845,113,0.07964601769911504,0.0,9,7
5,224.52772146177642,97,4.8566266340737592,54,10.492031292648145,-0.92942615394766814,-5.6354046585743856,54,0.05555555555555555,0.0,3,1
5,202.18055538347315,81,3.551287913427831,66,13.291768285057824,-1.2678010476632287,-9.7404803716299924,66,0.06060606060606061,0.0060606060606060606,4,3
5,185.18761240666734,80,13.5053125,79,15.949996063140961,-0.26548192508268176,-2.4446835631409609,79,0.08860759493670886,0.0,7,5
5,83.122215667852956,150,6.5751111111111111,129,23.099593232695749,-1.2554029874860559,-16.52448212158464,129,0.06976744186046512,0.0,9,5
5,176.54313536003514,91,6.5422050476995537,90,17.707574971916685,-1.0952224942016886,-11.165369924217131,90,0.08888888888888889,0.0042372881355932203,8,7
5,217.28790550587652,75,6.392888888888888,71,14.525301989801505,-0.96815470512091939,-8.1324131009126184,71,0.04225352112676056,0.0,3,2
5,229.95383949710654,79,6.4367889761256203,51,10.32321573284614,-0.64953993747079841,-3.8864267567205202,51,0.058823529411764705,0.0,3,1
5,216.66421173541903,89,7.8348693346799658,82,16.204817713207195,-0.89626968066877277,-8.3699483785272299,82,0.04878048780487805,0.0,4,3
5,112.05947732563506,126,5.249433106575963,99,18.301055460512323,-1.2457386069520344,-13.051622353936359,99,0.050505050505050504,0.0,5,2
5,209.49144622860993,97,9.6664895312998187,87,16.903828193710901,-0.74420758213254035,-7.2373386624110818,87,0.05747126436781609,0.0034013605442176869,5,3
5,238.62998680666666,103,6.814214346309738,64,12.290951961848322,-0.7730727577119737,-5.4767376155385836,64,0.046875,0.0,3,1
5,151.08448579705237,79,13.47348181381189,130,26.314079319019573,-0.84734249260424788,-12.840597505207683,130,0.05384615384615385,0.0,7,5
6,107.46989138053335,266,5.871332466504608,163,26.466061082249507,-1.3801921587849548,-20.594728615744899,163,0.049079754601226995,0.00059737156511350056,8,4
6,122.44168487327309,182,12.824296582538341,192,33.226773550895373,-1.0835700695439967,-20.402476968357032,192,0.046875,0.0,9,6
6,110.67411073975993,207,12.436602954561366,159,26.914860936546713,-0.95022465927642918,-14.478257981985347,159,0.0880503144654088,0.0063775510204081634,14,11
6,233.71867160139195,61,9.3716742811072304,50,10.684056520373298,-0.21129508775516687,-1.3123822392660678,50,0.1,0.0,5,2
6,246.75406888096191,34,7.3512110726643591,40,9.7828256107538962,-0.42491643162387327,-2.4316145380895371,40,0.05,0.0,2,2
6,210.15513533713514,171,4.7154338086932732,72,12.59632604076856,-1.0939466211593567,-7.8808922320752863,72,0.05555555555555555,0.0,4,2
6,217.57819194697089,213,14.003835217880052,127,21.394307172621009,-0.60945514993324768,-7.3904719547409563,127,0.06299212598425197,0.0,8,6
6,220.95642947688714,135,9.6989849108367636,121,22.085200014825844,-0.98214932131035149,-12.38621510398908,121,0.01652892561983471,0.0,2,1
6,184.32404245969127,236,3.5091568514794607,118,19.539894017394481,-1.4486613025942636,-16.030737165915021,118,0.05084745762711865,0.0,6,4
6,182.59952996781777,188,7.2587143503847891,185,31.836196358489882,-1.3627933705715551,-24.577482008105093,185,0.02702702702702703,0.0017482517482517483,5,3
6,261.4386200250994,61,3.3550120935232464,40,8.5472452162986396,-1.0427901450026347,-5.1922331227753933,40,0.05,0.0,2,1
6,179.90505181746465,176,10.18569214876033,162,28.199139942072993,-1.1255751109731067,-18.013447793312665,162,0.018518518518518517,0.0,3,1
6,168.33718543404191,154,16.594282341035587,153,27.268265191602755,-0.68798572342327236,-10.673982850567167,153,0.05228758169934641,0.002631578947368421,8,7
6,112.37335130057815,205,15.84923259964307,195,33.063262226687939,-0.92065838208877349,-17.214029627044869,195,0.09743589743589744,0.0039267015706806281,19,10
6,247.56221366108858,135,6.4634293552812077,102,18.61727604555567,-1.1418085913812839,-12.153846690274463,102,0.0392156862745098,0.0,4,4
6,234.60637840223532,127,5.3052266104532206,74,13.659536410165913,-1.065639664167316,-8.3543097997126914,74,0.05405405405405406,0.0,4,2
6,102.99427920949148,179,22.388689491588899,240,41.653609606372974,-0.81676059283271241,-19.264920114784076,240,0.10833333333333334,0.0016750418760469012,26,19
6,196.50874796601059,141,6.2459634827221979,129,23.359302086261739,-1.2844067640779511,-17.113338603539539,129,0.031007751937984496,0.0035211267605633804,4,4
6,136.96545735426108,205,13.354241522903036,186,31.53726550853311,-1.0192743189287707,-18.183023985630072,186,0.06451612903225806,0.0,12,7
6,231.81942983413575,128,10.553955078125,96,17.694761191527768,-0.70491552581924755,-7.1408061134027676,96,0.03125,0.0,3,2
6,189.86217318392355,183,6.1082743587446631,126,21.784356318532073,-1.2665818901743151,-15.67608195978741,126,0.03968253968253968,0.0,5,4
6,149.829287251544,120,15.118194444444445,170,31.713252773869279,-0.91629701765112037,-16.595058329424834,170,0.052941176470588235,0.0038314176245210726,9,6
6,202.32364724637063,207,10.756843800322063,102,17.266137204577138,-0.66350812037537299,-6.5092934042550752,102,0.06862745098039216,0.0,7,5
6,179.21455637162265,139,6.6491382433621453,135,24.509411616770574,-1.2776358815744526,-17.860273373408429,135,0.02962962962962963,0.0,4,4
6,223.84931757905306,57,6.4536780547860877,34,7.3729211633451852,-0.21354389082241504,-0.91924310855909752,34,0.029411764705882353,0.0,1,1
6,130.04076560682395,156,11.848290598290596,162,28.80582200394716,-1.0352059376168641,-16.957531405656564,162,0.11728395061728394,0.0044444444444444444,19,14
6,173.3934173331034,148,9.4240321402483591,151,27.104426461069856,-1.1456252149348716,-17.680394320821499,151,0.059602649006622516,0.0,9,8
6,185.6050226069141,166,4.2069240818696487,134,23.56587418900255,-1.4443510720870756,-19.358950107132902,134,0.029850746268656716,0.0,4,2
6,226.07433595951738,102,7.3660130718954271,108,20.780106326645836,-1.1245715546373449,-13.414093254750409,108,0.018518518518518517,0.0097087378640776691,2,2
6,197.63792211118567,170,10.529342560553632,165,28.896318046327401,-1.1194541825474762,-18.366975485773771,165,0.05454545454545454,0.0043668122270742356,9,8
6,204.41394291506057,185,5.2185244704163622,135,23.296482056690245,-1.3667786218884435,-18.077957586273882,135,0.022222222222222223,0.0,3,1
6,241.53287099139084,126,9.7491811539430575,56,10.352112179683738,-0.10112881061471049,-0.60293102574068058,56,0.05357142857142857,0.0,3,1
6,125.94719698375415,191,11.578849264000439,167,28.660331952169038,-1.0517635691579152,-17.081482688168599,167,0.07784431137724551,0.001215066828675577,13,10
6,146.88528375999954,183,10.220072262533968,163,28.181349840640696,-1.1237830502083814,-17.961277578106728,163,0.06134969325153374,0.0,10,8
6,181.91507810450966,154,5.8305785123966949,103,18.357067416569176,-1.1959600022836443,-12.526488904172481,103,0.07766990291262135,0.0,8,7
6,76.351693746446927,233,10.12042955294811,250,41.486155834118385,-1.3414445344107371,-31.365726281170275,250,0.084,0.0066413662239089184,21,16
6,212.69375286215114,174,5.3020214030915573,65,11.337088057867193,-0.92966982659790276,-6.035066654775636,65,0.046153846153846156,0.0,3,2
6,123.90757365213646,247,5.0947237292858425,146,23.995089181686538,-1.3943489318433104,-18.900365452400695,146,0.0547945205479452,0.00081433224755700329,8,6
6,193.02413536299849,134,17.423479616841167,114,20.83592457062511,-0.28665710488432727,-3.4124449537839432,114,0.06140350877192982,0.0037174721189591076,7,4
6,140.33350689652133,182,7.1838546069315301,161,27.862034071323723,-1.3083840133596285,-20.678179464392194,161,0.049689440993788817,0.0016155088852988692,8,6
6,244.90312344702915,116,4.3434898929845414,92,17.27216455416691,-1.305128035840573,-12.928674661182368,92,0.03260869565217391,0.0,3,2
6,159.05787755809297,166,8.2587458266802152,159,27.962492507846306,-1.2402809305214211,-19.703746681166091,159,0.03773584905660377,0.0,6,4
6,50.671824355373772,228,10.579178208679592,203,33.808727857651839,-1.2173873900199452,-23.229549648972245,203,0.10837438423645321,0.0026086956521739132,22,16
6,122.30821751449098,196,10.398792169929198,210,35.880402614738863,-1.2553629726781268,-25.481610444809665,210,0.08095238095238096,0.0037453183520599251,17,13
6,237.53289638907719,154,6.1668072187552712,72,12.832124796048356,-0.90701847091812304,-6.6653175772930853,72,0.041666666666666664,0.0,3,1
6,227.7536708956022,47,9.5934812132186522,43,9.7358036929317127,-0.025054628117326502,-0.14232247971306045,43,0.06976744186046512,0.0,3,2
6,164.70969684347253,206,8.6791874823263271,155,26.259335533617573,-1.1823164876661298,-17.580148051291246,155,0.06451612903225806,0.0012626262626262627,10,8
6,102.29687617683089,230,8.7912287334593557,166,27.606303250867985,-1.2062795289925776,-18.815074517408629,166,0.0783132530120482,0.000942507068803016,13,9
6,151.0450190556657,154,7.6011975037949062,146,26.020697503098056,-1.2437942723223643,-18.419499999303149,146,0.04794520547945205,0.0,7,6
6,162.90735398858578,204,7.2840253748558244,167,28.339271148620028,-1.3125291738617721,-21.055245773764206,167,0.0658682634730539,0.0032948929159802307,11,8
6,177.9813414658714,182,9.8527955560922607,171,29.59259519376619,-1.1763859380940187,-19.739799637673929,171,0.06432748538011696,0.0018975332068311196,11,10
6,226.9271017251188,155,6.3368990634755455,141,25.100528923322791,-1.3133358981958427,-18.763629859847246,141,0.014184397163120567,0.0,2,1
6,225.26083191945148,162,3.0559365950312452,65,11.480605255719109,-1.2804837250816081,-8.424668660687864,65,0.046153846153846156,0.0,3,1
6,109.72247620581747,184,9.7534262759924424,182,31.436592315750822,-1.2170458500694634,-21.68316603975838,182,0.054945054945054944,0.0016420361247947454,10,6
6,243.14756162947762,67,5.132546224103363,41,8.5874178631174143,-0.6913558919870938,-3.4548716390140513,41,0.07317073170731707,0.0,3,1
6,235.59553158547789,82,7.8610945865556223,72,14.464148620753747,-0.79046246443487533,-6.6030540341981245,72,0.013888888888888888,0.0,1,1
6,99.589968661320384,211,7.7133038341456839,153,25.8153680293618,-1.2387123910451572,-18.102064195216116,153,0.08496732026143791,0.0,13,6
6,173.75467288688233,156,17.717948717948715,197,35.029302066528338,-0.86990283888769104,-17.311353348579622,197,0.050761421319796954,0.0028011204481792717,10,6
6,98.837882272054898,233,9.9785223525944478,187,31.031644563920555,-1.201927047444675,-21.053122211326105,187,0.0748663101604278,0.0,14,11
6,204.724071534519,148,11.197041636230825,104,18.667949350670629,-0.70104248623266752,-7.4709077144398037,104,0.057692307692307696,0.0,6,3
6,126.41880327151081,258,5.112403100775194,130,21.213282209712894,-1.3431407393557653,-16.100879108937701,130,0.05384615384615385,0.0,7,3
6,199.8907548912706,102,12.351211072664359,134,25.782724516393909,-0.90864204088148781,-13.43151344372955,134,0.05970149253731343,0.0,8,8
6,210.83785272064472,151,5.705012938029034,75,13.413982755686844,-1.0037666695405947,-7.7089698176578096,75,0.04,0.0,3,1
6,116.18157783822441,180,10.735432098765431,216,37.451935603263117,-1.2593070278781231,-26.716503504497688,216,0.07407407407407407,0.0053333333333333332,16,11
6,124.41947153611744,211,10.434177129893758,179,30.202293315397139,-1.1573984860780273,-19.768116185503381,179,0.0893854748603352,0.0052015604681404422,16,11
6,231.60489978680101,141,4.7076102811729799,39,7.0621145842186648,-0.57592948654775633,-2.3545043030456849,39,0.07692307692307693,0.0,3,2
6,250.11637129779274,128,6.8115234375,107,19.722285911390323,-1.1444440462109196,-12.910762473890323,107,0.028037383177570093,0.0,3,2
6,194.80843111115814,119,11.608784690346727,138,25.784119394383936,-0.96154711509070212,-14.175334704037208,138,0.043478260869565216,0.004830917874396135,6,5
6,139.92489915238806,157,12.370157004340948,209,37.120755252778942,-1.1740921711616132,-24.750598248437996,209,0.07177033492822966,0.0073170731707317077,15,13
6,125.51117556252329,204,9.0474336793540928,142,24.096865288048168,-1.1020992619783698,-15.049431608694075,142,0.07746478873239436,0.0,11,6
6,197.13506295696581,154,3.8933209647495359,104,18.535291372069846,-1.3846069304420752,-14.64197040732031,104,0.038461538461538464,0.0,4,3
6,209.37149049024725,130,3.9964497041420119,88,16.173797658347944,-1.3144680462747289,-12.177347954205931,88,0.022727272727272728,0.0,2,1
6,146.55964372625829,145,9.4955529131985728,159,28.646082538028402,-1.1740378446925763,-19.150529624829829,159,0.0880503144654088,0.013774104683195593,14,11
6,211.76695123792919,53,6.1644713421146315,45,9.9161666323399054,-0.6493401880510975,-3.7516952902252738,45,0.022222222222222223,0.0,1,1
6,190.26333189643597,181,4.7173163212356162,99,17.148951415279836,-1.2730511570603043,-12.43163509404422,99,0.050505050505050504,0.0,5,3
6,224.33739774728107,115,5.8316824196597343,93,17.488455897436101,-1.1621270425853392,-11.656773477776365,93,0.03225806451612903,0.0,3,3
6,231.62065209598305,155,8.957003121748178,82,14.597470721365026,-0.67579518836519525,-5.6404675996168478,82,0.04878048780487805,0.0,4,2
6,202.86468577373827,125,18.372608,132,24.437547313709938,-0.4343145635889849,-6.0649393137099388,132,0.07575757575757576,0.008368200836820083,10,6
6,204.47178520257015,129,14.435430563067124,147,27.056142139149586,-0.81723131383076708,-12.620711576082462,147,0.07482993197278912,0.0037313432835820895,11,10
6,179.2390207381743,152,4.4471087257617716,113,20.186490642199761,-1.3672875551162051,-15.739381916437988,113,0.04424778761061947,0.0043956043956043956,5,2
6,191.59330362112226,183,3.0258293768102948,100,17.289171681374661,-1.4491484774944847,-14.263342304564366,100,0.07,0.0044052863436123352,7,5
6,135.18859470928859,156,12.008382642998026,218,38.76339010407704,-1.2154724269708856,-26.755007461079014,218,0.06422018348623854,0.0021276595744680851,14,12
6,193.94511633432043,124,7.3292143600416226,97,17.984745978132256,-1.0345091398086201,-10.655531618090635,97,0.030927835051546393,0.0,3,2
6,136.3947403959782,182,12.292416374833955,177,30.63093186723167,-1.0560352413872434,-18.338515492397715,177,0.05649717514124294,0.0,10,4
6,231.32435158544754,106,3.6164115343538628,66,12.605209665829181,-1.2380395760933596,-8.9887981314753169,66,0.045454545454545456,0.0,3,2
6,170.47559405099867,194,7.2967371665426715,163,27.899043097681908,-1.3033042899565568,-20.602305931139234,163,0.03067484662576687,0.0,5,3
6,44.399391797403446,233,6.608263184070438,215,35.678094017341813,-1.4445915762933483,-29.069830833271375,215,0.06511627906976744,0.0025231286795626578,14,9
6,197.99823845884944,167,7.1853418910681661,119,20.905755095088985,-1.1530226349294677,-13.720413204020819,119,0.06722689075630252,0.0021786492374727671,8,8
6,193.78762298181681,126,10.416225749559082,101,18.670773752643886,-0.77239075654834599,-8.2545480030848033,101,0.0594059405940594,0.0040322580645161289,6,5
6,92.110008227771601,209,8.3222453698404326,176,29.744020603153604,-1.2732171331053412,-21.42177523331317,176,0.07954545454545454,0.00322234156820623,14,8
6,91.220558998504785,232,6.528760404280618,177,29.393222672215241,-1.3775394991051853,-22.864462267934623,177,0.03954802259887006,0.0019286403085824494,7,4
